"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Event #","FITC-A","PE-A","(Event #%9) - 0.5 + (Event #/(93154 + 1))","Time"
16199,73377.1,14468,8223.84,71822.7,7504,15805,68346.7,-12.75,-0.330347,2.59444
11232.6,64191,11468,4523.76,64618.4,4588,15823,90574.6,2.25,-0.330154,2.59795
15681.9,65615.2,15663,7503.12,66503.2,7394,15832,1669.68,27,-0.330057,2.59913
14178.6,64600,14384,4320,64756.5,4372,15850,78300,34.5,-0.329864,2.60147
23593.6,77622,19920,16907.8,73989.5,14976,15859,49801,33.75,-0.329768,2.60264
14644.5,69335.4,13842,8573.76,70571.5,7962,15868,33494.4,16.5,-0.329671,2.60381
21415.7,67952.8,20654,13466.9,66548.5,13262,15877,863.28,30.75,-0.329574,2.60499
10492.8,72119.1,9535,6168.96,70445.9,5739,15886,5184,9.75,-0.329478,2.60616
17325.4,65285.2,17392,9047.52,65100.8,9108,15904,860.4,15.75,-0.329285,2.6085
12531.8,69429.9,11829,7014.24,71814.6,6401,15913,30208.3,5.25,-0.329188,2.61084
10898.6,68816.6,10379,6899.04,69612.9,6495,15931,98303,-8.25,-0.328995,2.61319
17326.7,68940.8,16471,10266.5,67181.6,10015,15949,21546,6,-0.328801,2.61436
10405.8,64189.7,10624,3558.96,64359.8,3624,15958,15140.9,18.75,-0.328705,2.61553
17287.7,73871.4,15337,10496.2,72278.7,9517,15976,6778.08,82.5,-0.328512,2.6167
15716.5,66472.8,15495,6998.4,68220.6,6723,15985,20909.5,-17.25,-0.328415,2.61788
13443.8,64979.4,13559,5127.84,65495.6,5131,15994,154799,33,-0.328318,2.61905
11060.5,64129.8,11303,4816.08,65171.7,4843,16003,80508.2,3,-0.328222,2.62022
14500.5,72625.4,13085,9578.16,70490.1,8905,16012,22338.7,18.75,-0.328125,2.62139
13875.2,65936.1,13791,5092.56,65159.3,5122,16021,213.12,-2.25,-0.328029,2.62256
16652.8,78082.4,13977,9858.24,74014.2,8729,16039,42405.8,21.75,-0.327835,2.62491
16838.4,78800.4,14004,11970.7,72991.5,10748,16048,69174,52.5,-0.327739,2.62608
17360.6,73664.4,15445,7934.4,72331.2,7189,16057,87113.5,15.75,-0.327642,2.62608
16213.1,67772.9,15678,9776.88,68993,9287,16066,63545,17.25,-0.327545,2.62842
18007,70324.1,16781,7501.68,71034.6,6921,16075,61934.4,24,-0.327449,2.62959
9820.8,63485.5,10138,3224.16,63529.3,3326,16102,13262.4,18.75,-0.327159,2.63194
17303.7,74288.5,15265,11612.2,72387.9,10513,16111,40481.3,29.25,-0.327062,2.63428
12783.4,73559.6,11389,7433.28,71840.1,6781,16120,141746,31.5,-0.326966,2.63545
6943.36,63323.1,7186,2910.96,64581.1,2954,16129,17690.4,12,-0.326869,2.63545
18663.7,69710.6,17546,10217.5,69963,9571,16138,29467.4,7.5,-0.326773,2.63663
17479,66464,17235,9271.44,67490.1,9003,16156,45535,24.75,-0.326579,2.63897
14537,64804.7,14701,5435.28,65131.9,5469,16165,86749.2,-0.75,-0.326483,2.64014
15402.2,65647.8,15376,6333.12,66685,6224,16174,129638,22.5,-0.326386,2.64131
9191.68,72410.9,8319,6297.12,69876.1,5906,16183,149676,1.5,-0.32629,2.64248
10206.7,64622.5,10351,3308.4,64799.6,3346,16192,396.72,30.75,-0.326193,2.64366
7932.16,64217.7,8095,3085.2,64249,3147,16228,61642.8,0,-0.325806,2.64952
17366.4,73584,15467,8932.32,71826.8,8150,16237,139067,48.75,-0.32571,2.65069
16053.1,74292.6,14161,8506.8,71155.3,7835,16246,87109.9,15.75,-0.325613,2.65186
12795.5,65873.3,12730,3587.04,63984.8,3674,16264,34075.4,-12.75,-0.32542,2.6542
19334.4,88701.4,14285,12366,81066.1,9997,16273,211740,45,-0.325323,2.65655
11642.9,72926.3,10463,5775.12,71913,5263,16282,35659.4,6,-0.325227,2.65655
13984.6,72267.6,12682,8194.32,71775.3,7482,16300,37586.9,27,-0.325034,2.65889
9147.52,68686.1,8728,5050.08,69296.9,4776,16318,76305.6,-3.75,-0.32484,2.66123
11221.8,72685.2,10118,7557.12,70051.4,7070,16327,109726,45,-0.324744,2.66241
21799.7,80383.9,17773,13297,73519.8,11853,16345,17845.2,59.25,-0.32455,2.66358
9045.12,63753.6,9298,2879.28,63534.2,2970,16372,205.92,-10.5,-0.324261,2.66826
15561,71625.4,14238,8152.56,68542.2,7795,16381,38353,10.5,-0.324164,2.66944
24363.5,81738.9,19534,18637.9,72597.6,16825,16390,200509,56.25,-0.324067,2.67061
12433.3,71987.6,11319,6983.28,70289.7,6511,16408,164520,0,-0.323874,2.67295
19058.6,72541.6,17218,9618.48,71130.3,8862,16417,96350.4,-6.75,-0.323778,2.67295
16220.8,76831.9,13836,9002.16,73278.5,8051,16435,29620.1,12.75,-0.323584,2.6753
11867.5,68888.4,11290,7147.44,68652.3,6823,16462,89570.2,18.75,-0.323295,2.67998
25605.8,74506,22523,16511.8,71464.4,15142,16471,88686.7,-6,-0.323198,2.68115
19922.6,74433.9,17541,11568.2,73087.5,10373,16489,101240,18,-0.323005,2.68467
16554.9,65849.8,16476,5483.52,64588.1,5564,16498,41968.1,23.25,-0.322908,2.68584
9904.64,63732,10185,3111.84,63870.2,3193,16507,74470.3,-10.5,-0.322811,2.68701
17361.3,69322.4,16413,6878.88,71185,6333,16516,81562.3,9,-0.322715,2.68819
10617,63167.8,11015,4086.72,63481.2,4219,16525,214.56,-2.25,-0.322618,2.68819
13207,68530.2,12630,9333.36,68381.3,8945,16543,85640.4,52.5,-0.322425,2.69053
15143,73343.8,13531,7436.88,71779.6,6790,16552,62126.6,21.75,-0.322328,2.6917
23065,75522.6,20015,11945.5,71835.4,10898,16570,262143,18,-0.322135,2.69404
11973.8,66467.3,11806,5417.28,69422.5,5114,16579,121307,13.5,-0.322039,2.69522
13125.1,68561.1,12546,9399.6,68218.4,9030,16597,2259.36,3.75,-0.321845,2.69756
15609.6,73830.2,13856,8895.6,71382.6,8167,16606,180957,12.75,-0.321749,2.69873
21418.9,73538.8,19088,10263.6,72078.4,9332,16615,102846,45.75,-0.321652,2.6999
20113.3,80595.8,16355,10524.2,76035.3,9071,16624,47137.7,16.5,-0.321555,2.70108
10752,63653.4,11070,3249.36,63929.8,3331,16633,40067.3,15.75,-0.321459,2.70225
13355.5,71772.6,12195,6320.16,72374.3,5723,16642,25484.4,13.5,-0.321362,2.70342
10064,70722.1,9326,6388.56,69513.6,6023,16651,3583.44,18.75,-0.321266,2.70459
9155.84,63382,9467,3432.96,65900,3414,16660,76450.3,21,-0.321169,2.70576
20897.3,74706.8,18332,8742.24,73274.3,7819,16669,54893.5,48.75,-0.321072,2.70694
19436.2,73483.8,17334,11916.7,70959,11006,16678,92887.9,-6.75,-0.320976,2.70811
17088.6,73873.4,15160,10779.8,70816.7,9976,16687,113063,36,-0.320879,2.71045
12703.4,73525.3,11323,6911.28,70430.4,6431,16705,771.12,12,-0.320686,2.71162
19564.8,74321.7,17252,11829.6,71757.2,10804,16714,58254.5,30.75,-0.320589,2.71279
17051.5,78952.1,14154,10691.3,74419.9,9415,16723,112958,9.75,-0.320493,2.71397
8021.76,62704.4,8384,3067.2,64592.6,3112,16741,62195,-9,-0.3203,2.71514
13551.4,64891.3,13686,4737.6,65420,4746,16750,62928,29.25,-0.320203,2.71631
22830.1,71359.4,20967,16141.7,69729.2,15171,16759,75498.5,39,-0.320106,2.71748
11631.4,69059,11038,6210.72,70578.4,5767,16768,32222.9,-14.25,-0.32001,2.71865
20714.9,66384.9,20450,10751,67449.8,10446,16786,1504.08,8.25,-0.319816,2.721
15450.2,66067.3,15326,6566.4,65690.1,6551,16795,76129.9,-11.25,-0.31972,2.72217
16645.1,72482,15050,8143.2,71442.1,7470,16804,122283,-6.75,-0.319623,2.72334
27187.2,75061.7,23737,18177.8,73310.9,16250,16822,24001.9,32.25,-0.31943,2.72568
15091.2,65480.5,15104,6628.32,65897.1,6592,16840,23054.4,10.5,-0.319237,2.72803
20899.8,90028.4,15214,13000.3,88656.5,9610,16849,167377,34.5,-0.31914,2.7292
12554.2,72279.2,11383,8683.92,72157.9,7887,16876,140760,-3,-0.31885,2.73272
16211.2,65553,16207,4607.28,65144.1,4635,16885,100236,18.75,-0.318754,2.73389
16658.6,76720.7,14230,12549.6,71754.6,11462,16894,129758,9.75,-0.318657,2.73506
26027.5,72495.2,23529,14659.9,72624.7,13229,16912,923.04,11.25,-0.318464,2.7374
15552,65862.1,15475,5902.56,65978.2,5863,16921,100031,-18.75,-0.318367,2.73857
17649.3,70588.5,16386,7899.84,71174.6,7274,16930,141400,-21,-0.318271,2.73975
15242.2,69181.8,14439,6917.04,70664.9,6415,16939,23009.8,21,-0.318174,2.73975
12681.6,64336.7,12918,3959.28,64966.3,3994,16948,80628.5,18.75,-0.318077,2.74092
13194.9,73097.2,11830,7191.36,72129.3,6534,16957,94213.4,15,-0.317981,2.74209
10853.8,63640.7,11177,3013.92,64359.8,3069,16975,31703,-11.25,-0.317788,2.74443
13806.1,65318.8,13852,4609.44,65118.4,4639,16984,3750.48,42.75,-0.317691,2.74678
22202.2,78388.4,18562,13925.5,74768.4,12206,17002,196574,13.5,-0.317498,2.74912
12869.8,64754.9,13025,5135.04,66758.6,5041,17020,35396.6,8.25,-0.317304,2.75146
16924.8,65574,16915,5815.44,65316.3,5835,17029,457.92,3.75,-0.317208,2.75264
15616.6,73529.1,13919,10457.3,73580.5,9314,17038,67605.1,22.5,-0.317111,2.75381
15070.7,65990.2,14967,4794.48,65693.3,4783,17047,59381.3,-9.75,-0.317015,2.75615
15378.6,72325,13935,7628.4,72506.9,6895,17056,124006,24.75,-0.316918,2.75615
8828.8,69761.8,8294,6414.48,70462.5,5966,17065,87255.4,26.25,-0.316821,2.7585
12926.7,65789,12877,3879.36,65694.5,3870,17074,105897,-9,-0.316725,2.76084
10780.2,64407.7,10969,3548.16,64718.1,3593,17092,42363.4,-9,-0.316532,2.76318
8028.8,64042.8,8216,2856.24,64748,2891,17101,7135.92,-6.75,-0.316435,2.76318
10245.8,72130.9,9309,5093.28,70584.3,4729,17110,77603,16.5,-0.316338,2.76553
12856.3,64116.3,13141,3435.12,65045.9,3461,17128,10131.8,3.75,-0.316145,2.7667
20459.5,75578.3,17741,12664.1,72188.7,11497,17146,17478,66,-0.315952,2.77021
17442.6,73959.3,15456,10036.8,71746.5,9168,17155,24382.1,13.5,-0.315855,2.77139
12186.9,70201.2,11377,6080.4,73237.5,5441,17164,50846.4,31.5,-0.315759,2.77256
10606.1,62698.9,11086,4049.28,65767.9,4035,17173,74399,4.5,-0.315662,2.77373
10390.4,74322.8,9162,7082.64,71520.5,6490,17191,1349.28,-6.75,-0.315469,2.77607
14263.7,75980.2,12303,10933.9,71413.7,10034,17200,22322.9,32.25,-0.315372,2.77607
16278.4,65634.4,16254,7477.92,66270.9,7395,17209,32434.6,6.75,-0.315276,2.77725
19973.8,83296.2,15715,14942.9,79211.9,12363,17218,177060,19.5,-0.315179,2.77842
12503,64090.7,12785,3449.52,64609.2,3499,17236,823.68,9.75,-0.314986,2.78076
10506.2,63859.9,10782,3342.24,64214.9,3411,17245,90427.7,0.75,-0.314889,2.78193
14616.3,72239.5,13260,8393.04,71295.7,7715,17254,9421.92,2.25,-0.314793,2.7831
12128.6,64733.5,12279,5445.36,66246,5387,17263,906.48,27,-0.314696,2.78428
10967.7,71159.1,10101,6396.48,70942.6,5909,17272,4214.88,33,-0.314599,2.78545
18483.8,75563.4,16031,11672.6,72427.4,10562,17281,30413.5,-6,-0.314503,2.78662
13932.2,64820.3,14086,5199.84,64031.7,5322,17290,25845.1,-8.25,-0.314406,2.78779
16176.6,66513.1,15939,5598,64329.4,5703,17299,624.96,25.5,-0.314309,2.78896
8924.8,66209.6,8834,3578.4,64180.1,3654,17308,49509.4,3.75,-0.314213,2.79131
9383.04,68007.8,9042,5160.96,68885.7,4910,17317,139801,9,-0.314116,2.79248
16337.9,70932.2,15095,13047.1,70322.9,12159,17326,791.28,36,-0.31402,2.79482
11422.1,65622.6,11407,3651.12,64986.4,3682,17335,51860.2,12.75,-0.313923,2.79599
15054.1,72298.4,13646,6286.32,71598.9,5754,17344,83482.6,1.5,-0.313826,2.79717
11013.8,66598.8,10838,5412.96,66606,5326,17362,22863.6,21.75,-0.313633,2.80068
13464.3,66420.6,13285,4060.08,64629.9,4117,17371,108356,7.5,-0.313537,2.80185
12698.2,67101.4,12402,4268.88,65031.5,4302,17380,22802.4,2.25,-0.31344,2.80303
11282.6,75923,9739,6948.72,71624.9,6358,17389,64014.5,6.75,-0.313343,2.8042
26869.8,77694.1,22665,16233.8,71822.1,14813,17398,223759,5.25,-0.313247,2.8042
14145.9,65754.1,14099,5991.12,65232.4,6019,17407,47715.1,32.25,-0.31315,2.80537
9889.92,65595.2,9881,3261.6,64363.8,3321,17416,362.16,-20.25,-0.313054,2.80654
11283.2,75224.4,9830,7544.16,69891.7,7074,17425,127368,18,-0.312957,2.80771
20112,67330.4,19576,6858,64799,6936,17434,124544,13.5,-0.31286,2.80888
15427.8,72996.8,13851,8440.56,71082.1,7782,17443,13719.6,22.5,-0.312764,2.81006
14470.4,64464.1,14711,4356,64022.2,4459,17452,48027.6,-3,-0.312667,2.81123
16736.6,72294.5,15172,9776.88,70721.6,9060,17461,71672.4,12,-0.31257,2.8124
22469.8,71294,20655,12450.2,69845.8,11682,17470,1116.72,6.75,-0.312474,2.8124
13645.4,65146.6,13727,4582.8,64575,4651,17479,121132,25.5,-0.312377,2.81357
18895.4,71176.4,17398,10036.1,69807.3,9422,17488,15640.6,-4.5,-0.312281,2.81474
10502.4,63812.8,10786,3529.44,64073.5,3610,17497,77256,4.5,-0.312184,2.81592
14624,65357.2,14664,5610.24,65329.2,5628,17506,113141,23.25,-0.312087,2.81709
13138.6,64750.2,13298,4189.68,64183,4278,17515,65186.6,9,-0.311991,2.81709
15134.1,66121.8,15000,5485.68,64660,5560,17524,35835.1,8.25,-0.311894,2.81826
9036.8,64485.6,9184,4547.52,65702.4,4536,17533,446.4,0.75,-0.311798,2.81943
15640.3,76779.3,13350,12121.2,71863.1,11054,17542,15932.9,45.75,-0.311701,2.8206
12444.2,64535.9,12637,6899.04,65899.4,6861,17551,2841.12,26.25,-0.311604,2.8206
18449.3,75691.2,15974,13625.3,73815.5,12097,17569,20869.2,18.75,-0.311411,2.82295
9194.24,64547.8,9335,3090.24,63307.9,3199,17587,629.28,-27,-0.311218,2.82529
9440.64,62685.1,9870,3008.88,63141.2,3123,17596,12994.6,15,-0.311121,2.82646
10163.8,65937.2,10102,4595.04,67977.6,4430,17605,367.92,11.25,-0.311025,2.82763
10151.7,72480.7,9179,5896.08,69811.3,5535,17614,119094,-5.25,-0.310928,2.82763
9559.04,63762,9825,5302.8,64970,5349,17623,97265.5,-3,-0.310831,2.82881
13441.3,68690.5,12824,6345.36,69354.5,5996,17632,61329.6,37.5,-0.310735,2.82998
16006.4,74291.5,14120,9416.16,72293.5,8536,17641,1085.76,30.75,-0.310638,2.83232
17121.9,72613.9,15453,7930.08,69918.7,7433,17650,30690,31.5,-0.310542,2.83232
20390.4,74821.1,17860,11489.8,71850.5,10480,17659,118871,65.25,-0.310445,2.83349
12936.3,71105.8,11923,8218.8,70133.8,7680,17668,53455.7,26.25,-0.310348,2.83466
18819.8,71996.8,17131,9807.12,70799.7,9078,17686,1124.64,7.5,-0.310155,2.83818
22092.8,76031.8,19043,10447.2,72505.3,9443,17695,39737.5,14.25,-0.310059,2.83935
14326.4,65355.3,14366,5009.04,66304.3,4951,17704,64010.2,3.75,-0.309962,2.84052
13006.7,73312.8,11627,10162.1,70147.7,9494,17713,111691,-0.75,-0.309865,2.8417
16382.1,72297.4,14850,8772.48,71346.9,8058,17722,56580.5,6,-0.309769,2.84287
16473.6,72075.2,14979,7287.84,71595.9,6671,17731,20453,-12.75,-0.309672,2.84404
18628.5,77194.8,15815,12583.4,73219.2,11263,17740,34216.6,48.75,-0.309575,2.84521
11043.8,63494.1,11399,3310.56,63906,3395,17767,113227,7.5,-0.309286,2.84873
13425.3,75802.5,11607,6872.4,71501.8,6299,17776,54020.9,23.25,-0.309189,2.8499
16313.6,66224.5,16144,6292.8,64762.1,6368,17794,667.44,-3,-0.308996,2.85341
15056.6,75038.2,13150,7952.4,71246.5,7315,17821,73350,16.5,-0.308706,2.85693
10736.6,70342.5,10003,5357.52,69956.3,5019,17830,91770.5,18.75,-0.308609,2.85693
10987.5,63995.6,11252,4238.64,64436,4311,17839,107747,24,-0.308513,2.8581
14205.4,64529.5,14427,4571.28,64704.8,4630,17848,20763.4,24.75,-0.308416,2.85927
14973.4,65568.6,14966,6449.76,65737.4,6430,17857,11948.4,18.75,-0.308319,2.86045
23340.8,78808,19410,13839.1,72152.8,12570,17866,253629,22.5,-0.308223,2.86162
15206.4,69544.1,14330,8177.04,69138.2,7751,17875,93443.8,-22.5,-0.308126,2.86396
8708.48,65091.1,8768,4743.36,67829.1,4583,17884,49689.4,34.5,-0.30803,2.86513
15598.7,73869.3,13839,12229.2,68418.4,11714,17893,139881,25.5,-0.307933,2.8663
11408,63709.8,11735,3147.12,64232.2,3211,17902,50443.2,-15,-0.307836,2.86748
16179.2,80072.5,13242,12137,72953.6,10903,17911,123755,13.5,-0.30774,2.86865
16064.6,73152.6,14392,10071.4,70546.9,9356,17920,14961.6,10.5,-0.307643,2.86982
12995.2,81396.7,10463,8870.4,73530.3,7906,17929,207383,-9.75,-0.307547,2.87216
14429.4,74355.1,12718,8442,72273.7,7655,17938,113797,-13.5,-0.30745,2.87451
14638.1,65003.5,14758,4845.6,64257.6,4942,17947,103730,20.25,-0.307353,2.87451
20016,82211.6,15956,15757.9,72420.1,14260,17956,262143,14.25,-0.307257,2.87568
11815,65491.9,11823,3510.72,64737.9,3554,17965,349.2,13.5,-0.30716,2.87802
10608.6,66340.4,10480,3389.76,65185.2,3408,17974,311.76,5.25,-0.307063,2.87919
16748.2,75286.9,14579,8354.16,72391.7,7563,17983,209100,1.5,-0.306967,2.88037
15928.3,77554.1,13460,8953.92,71456.9,8212,17992,22610.2,-0.75,-0.30687,2.88154
23308.8,73813.3,20695,17092.1,70507.1,15887,18001,79586.6,54,-0.306774,2.88271
20718.1,73065.7,18583,11900.9,71194.5,10955,18010,70817.8,30.75,-0.306677,2.88388
10837.8,65522.5,10840,3054.96,64334.8,3112,18019,85349.5,3.75,-0.30658,2.88388
13018.2,74512.1,11450,6029.28,70927.1,5571,18055,86075.3,19.5,-0.306194,2.88857
12638.7,74392.9,11134,8524.08,70224.3,7955,18073,120987,36.75,-0.306001,2.89091
12804.5,74248.3,11302,6771.6,71370.8,6218,18082,97218.7,18,-0.305904,2.89208
24193.9,82039.3,19327,17979.1,74830.4,15746,18091,105008,30.75,-0.305808,2.89326
14764.2,73513.5,13162,9230.4,69387.9,8718,18100,76503.6,61.5,-0.305711,2.89443
26967,76963.5,22963,16258.3,73165.2,14563,18109,1553.76,27,-0.305614,2.8956
7672.96,65314.3,7699,2723.76,64488.6,2768,18118,35572.3,6,-0.305518,2.89677
10163.8,73053,9118,6856.56,71246.5,6307,18127,43562.9,10.5,-0.305421,2.89794
13227.5,66123.5,13110,3758.4,64176.8,3838,18136,23064.5,-14.25,-0.305324,2.89912
10194.6,72953.8,9158,6239.52,69756.6,5862,18145,155824,7.5,-0.305228,2.90029
12689.9,74721.2,11130,8949.6,71431.1,8211,18154,1053.36,6,-0.305131,2.90146
10524.2,75959.4,9080,7778.16,70010.9,7281,18163,600.48,-14.25,-0.305035,2.90146
11432.3,71124.8,10534,7235.28,69710.6,6802,18172,2570.4,6.75,-0.304938,2.9038
10814.7,65607.1,10803,3404.16,64422.5,3463,18181,68541.8,-16.5,-0.304841,2.90497
20580.5,72835.2,18518,9021.6,72367.1,8170,18199,79145.3,9,-0.304648,2.90615
9379.2,65169.1,9432,3536.64,63885.7,3628,18208,19180.8,-7.5,-0.304552,2.90732
12123.5,66772.6,11899,5777.28,68060.4,5563,18217,32621.8,-1.5,-0.304455,2.90849
12943.4,65889.1,12874,4345.92,65339.4,4359,18226,6514.56,3.75,-0.304358,2.90966
13779.8,74138.1,12181,7490.88,70963,6918,18235,13780.8,15.75,-0.304262,2.91083
21342.7,69771.9,20047,11317,68781.3,10783,18244,48184.6,23.25,-0.304165,2.91201
18531.2,75780.6,16026,11005.2,73363.5,9831,18253,85308.5,16.5,-0.304068,2.91201
28637.4,75820.4,24753,20630.9,73334.4,18437,18262,223721,75.75,-0.303972,2.91318
13675.5,72752.6,12319,7992,71611.1,7314,18289,50201.3,-13.5,-0.303682,2.91669
16645.8,72741,14997,8591.04,71178.6,7910,18298,33669.4,-12,-0.303585,2.91787
14663.7,81316.5,11818,11143.4,72543.6,10067,18307,63205.9,20.25,-0.303489,2.92021
10382.1,73844.1,9214,6914.88,70554.8,6423,18316,10042.6,45.75,-0.303392,2.92021
9512.32,64863.1,9611,2822.4,64091.8,2886,18325,14924.2,-2.25,-0.303296,2.92255
11971.8,65589.9,11962,3652.56,64608.4,3705,18334,681.12,17.25,-0.303199,2.92372
20376.3,79920,16709,10587.6,73092.7,9493,18343,149654,16.5,-0.303102,2.9249
19818.9,74428.4,17451,10990.8,71986.1,10006,18352,1422.72,2.25,-0.303006,2.92607
9825.28,64192,10031,4111.2,64736.1,4162,18370,14384.2,27,-0.302813,2.92841
15605.1,74508,13726,11673.4,70711.3,10819,18388,4835.52,48.75,-0.302619,2.93076
16833.9,74436.8,14821,9271.44,70800.9,8582,18397,27514.8,6.75,-0.302523,2.93193
12414.7,72173.4,11273,6019.2,69682.8,5661,18406,54790.6,3.75,-0.302426,2.9331
14556.8,75611.8,12617,9619.2,72451.9,8701,18424,82267.2,12.75,-0.302233,2.93544
12926.7,65855.5,12864,5353.2,68735.8,5104,18442,143714,30.75,-0.30204,2.93779
12847.4,72928.9,11545,7164.72,70270.4,6682,18451,12658.3,-3,-0.301943,2.94013
9644.16,64711.8,9767,3193.2,64849.6,3227,18460,7788.24,-1.5,-0.301846,2.9413
15941.8,68169.1,15326,10390.3,69405.8,9811,18469,69207.8,21.75,-0.30175,2.9413
13689,72406.8,12390,6907.68,72293.5,6262,18478,12620.2,16.5,-0.301653,2.94247
15581.4,66097.8,15449,7442.64,68266,7145,18487,101282,30,-0.301557,2.94482
10343.7,75003.7,9038,7377.12,72256.3,6691,18505,81645.1,5.25,-0.301363,2.94716
10438.4,70408.7,9716,6677.28,69770.8,6272,18514,522,15,-0.301267,2.94833
16012.8,66418.7,15800,5563.44,65777.7,5543,18532,138329,5.25,-0.301073,2.95068
14675.2,71815.5,13392,7431.84,70424.1,6916,18541,169101,0.75,-0.300977,2.95302
16755.8,66689.6,16466,9929.52,68484.6,9502,18550,590.4,18.75,-0.30088,2.95419
13257,79721.8,10898,9020.88,73076.9,8090,18559,58245.1,24,-0.300784,2.95536
18112.6,66991.9,17719,6928.56,67299.6,6747,18568,29370.2,-8.25,-0.300687,2.95654
14174.1,73033.5,12719,8310.24,73339.6,7426,18577,112967,18,-0.30059,2.95771
11982.7,64038.1,12263,3870,64519,3931,18586,74355.8,2.25,-0.300494,2.95888
26361.6,78436.1,22026,18151.9,74527.3,15962,18604,2231.28,50.25,-0.300301,2.96005
13450.2,74631.7,11811,6937.2,71720.5,6339,18613,141231,6,-0.300204,2.96122
14908.8,78208.8,12493,9846.72,73281.3,8806,18622,663.84,18.75,-0.300107,2.96239
25780.5,83102.1,20331,17897,77788.9,15078,18631,257256,33,-0.300011,2.96474
24067.2,137885,11439,12363.8,106587,7602,18640,102637,20.25,-0.299914,2.96591
10727.7,72644.1,9678,6611.04,70991.5,6103,18649,19874.2,19.5,-0.299818,2.96591
16115.2,72125,14643,9342.72,70450.4,8691,18658,108571,33,-0.299721,2.96825
15936,66041.6,15814,8125.2,64827.5,8214,18667,722.16,15,-0.299624,2.96943
11143.7,73243.6,9971,6993.36,69748.4,6571,18685,9297.36,12,-0.299431,2.97177
9084.16,74139.4,8030,6289.2,72032.3,5722,18694,122319,-26.25,-0.299334,2.97294
9922.56,63554,10232,3814.56,63854.7,3915,18703,539.28,-0.75,-0.299238,2.97411
17557.8,74762.2,15391,10092.2,71876.2,9202,18712,145024,31.5,-0.299141,2.97528
11171.2,68084.8,10753,6377.04,69044.4,6053,18721,122140,30,-0.299045,2.97763
16986.2,73610.4,15123,9936.72,71601.2,9095,18730,100241,30,-0.298948,2.9788
13560.3,65005.4,13671,4070.88,64395.2,4143,18739,87583.7,11.25,-0.298851,2.9788
15233.3,73933.8,13503,10973.5,72016.9,9986,18748,4988.16,19.5,-0.298755,2.97997
8344.96,66475.7,8227,4798.8,68146.1,4615,18757,85702.3,4.5,-0.298658,2.98114
9580.16,65223.9,9626,3676.32,64299.8,3747,18766,319.68,12.75,-0.298562,2.98232
15871.4,65422.1,15899,4753.44,64483.8,4831,18775,73864.8,-11.25,-0.298465,2.98349
11824.6,65302.1,11867,4194.72,64185.2,4283,18784,56155.7,-3,-0.298368,2.98466
25276.2,76739.5,21586,14019.1,71991.6,12762,18793,1353.6,48.75,-0.298272,2.98583
8996.48,65817.5,8958,5302.08,68159.5,5098,18802,66473.3,9,-0.298175,2.987
23442.6,77241.4,19890,12852.7,71735.3,11742,18811,189483,53.25,-0.298078,2.98818
10388.5,64729,10518,3211.2,64278.9,3274,18820,13302,54.75,-0.297982,2.98935
12631,66526.4,12443,5629.68,68083.9,5419,18838,21257.3,12,-0.297789,2.99286
9838.08,65027.6,9915,4840.56,66449.7,4774,18847,82995.1,11.25,-0.297692,2.99286
14337.9,65608.8,14322,5207.04,64802.2,5266,18856,45702.7,29.25,-0.297595,2.99403
10646.4,64615.9,10798,4261.68,64846.4,4307,18865,42660.7,10.5,-0.297499,2.99638
13036.2,77505,11023,6685.92,72508.4,6043,18874,184807,3,-0.297402,2.99755
13061.1,65048.5,13159,7097.04,66874.4,6955,18883,130280,15.75,-0.297306,2.99872
24572.8,79011,20382,17825.8,73962,15795,18892,68620.3,48,-0.297209,2.99989
19126.4,75292.4,16648,9897.12,72366.1,8963,18910,1621.44,27.75,-0.297016,3.00224
14746.2,74585.9,12957,10013.8,68985.8,9513,18919,28949,9,-0.296919,3.00341
17213.4,73286.6,15393,11606.4,69802.4,10897,18928,20152.8,58.5,-0.296822,3.00341
8519.68,63854.7,8744,3260.88,64291.5,3324,18946,80788.3,38.25,-0.296629,3.00575
12784,64486.8,12992,4317.84,63804.7,4435,18964,8660.88,13.5,-0.296436,3.0081
12924.2,64953.8,13040,5058,64290.4,5156,18973,17178.5,38.25,-0.296339,3.00927
12761.6,71051.2,11771,7115.76,71722.3,6502,18982,112911,55.5,-0.296243,3.01044
16720,71641.8,15295,8579.52,71002.3,7919,18991,39574.1,-21,-0.296146,3.01278
12017.3,64390.8,12231,3720.96,63987.6,3811,19000,54990.7,15,-0.29605,3.01396
16785.9,64893.9,16952,5240.16,64661.9,5311,19009,703.44,25.5,-0.295953,3.01513
12143.4,67591.9,11774,7244.64,68709.8,6910,19018,606.96,-8.25,-0.295856,3.0163
15201.9,74498.9,13373,8111.52,71634.1,7421,19027,124280,-0.75,-0.29576,3.0163
12637.4,74172.2,11166,6572.88,71188.3,6051,19036,8840.88,-9.75,-0.295663,3.01747
11748.5,64108.9,12010,3330,63606.8,3431,19045,23344.6,20.25,-0.295567,3.01864
22526.1,74013.3,19946,11644.6,72246.3,10563,19063,43251.1,-4.5,-0.295373,3.02099
9132.8,63249.2,9463,3544.56,64330.2,3611,19072,34565,-8.25,-0.295277,3.02333
20076.8,78123.3,16842,12457.4,73796.5,11063,19090,132617,4.5,-0.295083,3.02567
