"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Event #","FITC-A","PE-A","(Event #%6) - 0.5 + (Event #/(69419 + 1))","Time"
8855.04,63954.6,9074,3286.8,64070.1,3362,11659,401.04,23.25,-0.332066,2.58277
16283.5,70846.2,15063,8554.32,71189.3,7875,11677,62403.1,12,-0.331806,2.58512
11568.6,64447.7,11764,4612.32,65826,4592,11683,53363.5,4.5,-0.33172,2.5863
13668.5,76081,11774,10114.6,69908,9482,11689,210915,-31.5,-0.331634,2.58747
7139.84,64036.8,7307,2781.36,63868,2854,11695,28761.1,-39.75,-0.331547,2.58865
17518.7,71209.3,16123,7997.76,71156.8,7366,11701,138161,-1.5,-0.331461,2.58983
13901.4,64991.1,14018,3993.84,63745.8,4106,11713,137258,0.75,-0.331288,2.591
10543.4,70127.8,9853,5410.8,70010.3,5065,11719,43873.9,30.75,-0.331201,2.59335
10833.3,64683.8,10976,4461.84,64807.4,4512,11725,324,7.5,-0.331115,2.59335
13091.8,64920.3,13216,4262.4,64602.4,4324,11743,35618.4,3.75,-0.330856,2.59688
19230.7,72489.6,17386,11316.2,70745.1,10483,11749,727.92,51,-0.330769,2.59805
21317.8,72466.5,19279,10463,71532,9586,11755,127650,41.25,-0.330683,2.59923
9425.28,67796.6,9111,5765.04,69720.9,5419,11761,153126,23.25,-0.330596,2.59923
12333.4,64626.6,12507,5252.4,64424.7,5343,11767,42241,36.75,-0.33051,2.60041
11858.6,64090.6,12126,3704.4,63370.3,3831,11773,34894.8,18,-0.330424,2.60158
14832,65001.3,14954,4818.24,64666.8,4883,11779,91957.7,-1.5,-0.330337,2.60276
12229.1,70142.4,11426,5947.2,69873.7,5578,11785,142068,24.75,-0.330251,2.60393
28014.7,75685.2,24258,17395.2,72547.5,15714,11791,189461,41.25,-0.330164,2.60628
11171.8,64621.2,11330,4294.8,65426.3,4302,11803,56989.4,20.25,-0.329991,2.60863
17000.3,76378.5,14587,9803.52,73721.6,8715,11809,568.8,30.75,-0.329905,2.60863
14836.5,74978.7,12968,8017.2,73218.4,7176,11815,32917,6,-0.329818,2.60981
14085.1,68830.2,13411,8162.64,69052.1,7747,11821,115432,21,-0.329732,2.61099
22500.5,72902.1,20227,16959.6,67975.3,16351,11827,17451.4,60,-0.329646,2.61334
9383.68,64065.9,9599,3813.84,65055.7,3842,11839,50068.8,1.5,-0.329473,2.61569
17353.6,69999.7,16247,8882.64,70793.2,8223,11845,4530.96,19.5,-0.329386,2.61686
28405.1,80008.5,23267,21774.2,78324.7,18219,11851,106396,21.75,-0.3293,2.61686
15240.3,76576.7,13043,10015.2,72453.5,9059,11857,2652.48,-5.25,-0.329213,2.61922
14416,71698.2,13177,6827.76,69981.9,6394,11863,119601,6.75,-0.329127,2.62039
15223.7,71973.7,13862,7268.4,71544.3,6658,11869,90787,24,-0.329041,2.62039
13390.1,77179.6,11370,7505.28,72131.7,6819,11875,159987,26.25,-0.328954,2.62157
15872.6,75708.1,13740,12006,71948.2,10936,11881,144786,55.5,-0.328868,2.62274
6490.24,63617.2,6686,2453.76,63838.7,2519,11887,55549.4,15.75,-0.328781,2.62392
10728.3,64509.7,10899,3862.8,64662.2,3915,11893,85525.9,3.75,-0.328695,2.62509
12242.6,64392.3,12460,4294.08,64782.9,4344,11899,19027.4,12.75,-0.328608,2.62627
8317.44,65421.5,8332,3879.36,65189.2,3900,11905,17793.4,0.75,-0.328522,2.62744
9233.28,64989,9311,4203.36,65432.6,4210,11917,128501,27.75,-0.328349,2.6298
22511.4,76575.6,19266,12318.5,74405.9,10850,11923,122872,15.75,-0.328263,2.63097
13927,70803.1,12891,6564.24,71437.1,6022,11935,32849.3,17.25,-0.32809,2.63215
17275.5,74592.7,15178,9030.24,72153.8,8202,11941,66562.6,9,-0.328003,2.63332
14036.5,65379.9,14070,5607.36,65133.6,5642,11947,185.04,3,-0.327917,2.63567
14597.1,74469.6,12846,9894.24,70130.8,9246,11953,77341.7,31.5,-0.327831,2.63567
15817.6,65884.2,15734,6734.88,65360.2,6753,11959,127799,10.5,-0.327744,2.63685
13050.9,66472.6,12867,8578.08,67707.2,8303,11965,68766.5,9.75,-0.327658,2.63802
18224.6,72965.4,16369,10285.9,71032.5,9490,11971,33407.3,25.5,-0.327571,2.63802
10764.2,63132.3,11174,3534.48,63952.4,3622,11983,52638.5,28.5,-0.327398,2.64038
17764.5,68519.4,16991,11507,69402.3,10866,11989,38470.3,16.5,-0.327312,2.64038
13495.7,65153.1,13575,7063.2,67369.2,6871,11995,30691.4,24.75,-0.327226,2.64155
27021.4,74774.2,23683,16223.8,73473.9,14471,12001,37540.1,38.25,-0.327139,2.64273
25394.6,77472.2,21482,14940.7,74500.1,13143,12007,989.28,18.75,-0.327053,2.6439
16326.4,71747.3,14913,8899.2,71993.3,8101,12013,60233.8,51.75,-0.326966,2.6439
11991.7,72478.7,10843,7044.48,72067.9,6406,12025,194718,24,-0.326793,2.64743
15056.6,71659.6,13770,8295.12,71314.3,7623,12031,167574,23.25,-0.326707,2.64861
13413.1,69937.3,12569,8393.76,71099.1,7737,12037,31963,24,-0.326621,2.64978
11060.5,63550.7,11406,3900.96,63690.4,4014,12043,41053,9,-0.326534,2.65096
22256,73446.3,19859,9732.96,70473.9,9051,12055,63329.8,33.75,-0.326361,2.65213
20154.9,76514.5,17263,10368.7,72707.5,9346,12061,738,1.5,-0.326275,2.65331
12512,64928.8,12629,4482,65550.6,4481,12067,18849.6,10.5,-0.326188,2.65331
10764.2,69446.8,10158,6679.44,68708.8,6371,12073,92272.3,37.5,-0.326102,2.65448
15073.9,65206.9,15150,4826.16,64773.1,4883,12079,77.76,-9.75,-0.326016,2.65566
19305.6,66439.7,19043,7256.88,65050.9,7311,12085,17228.9,16.5,-0.325929,2.65683
19468.2,66161.9,19284,6765.12,65046.8,6816,12091,24616.8,41.25,-0.325843,2.65801
17395.8,66767.4,17075,6808.32,67086.2,6651,12097,166067,27.75,-0.325756,2.65801
9807.36,74745.3,8599,5864.4,71663.1,5363,12103,106691,13.5,-0.32567,2.65919
17366.4,73465.3,15492,8663.04,70941,8003,12109,658.08,2.25,-0.325583,2.66036
11792,64680.3,11948,3459.6,63975.3,3544,12115,44033.8,11.25,-0.325497,2.66154
11441.3,64279.1,11665,3960,64286,4037,12121,113233,-3,-0.325411,2.66389
20887,76712.2,17844,14364,71250.3,13212,12127,1998.72,38.25,-0.325324,2.66389
14714.9,65835.2,14648,4624.56,65205.5,4648,12133,72529.9,3.75,-0.325238,2.66624
15294.1,65557.8,15289,4947.84,65034.4,4986,12139,39290.4,19.5,-0.325151,2.66741
18160.6,66124.5,17999,11286.7,67477.3,10962,12151,32523.8,46.5,-0.324978,2.66977
13975.7,69287.4,13219,6335.28,72699.9,5711,12157,93740.4,36.75,-0.324892,2.67094
11699.8,73010.9,10502,7014.96,72765.5,6318,12163,44993.5,33.75,-0.324806,2.67094
7695.36,71647,7039,6145.92,70097.3,5746,12169,59863,16.5,-0.324719,2.67212
21772.8,75250.6,18962,11627.3,71308.8,10686,12175,39345.1,31.5,-0.324633,2.67329
17659.5,65843.7,17577,7046.64,64778.9,7129,12193,24142.3,-25.5,-0.324373,2.67682
11786.2,72331,10679,5841.36,71010.8,5391,12199,77397.1,25.5,-0.324287,2.67799
12315.5,72555.7,11124,6167.52,71564.2,5648,12205,29781.4,12.75,-0.324201,2.67799
21546.2,75017.5,18823,11251.4,74339.6,9919,12217,98837.3,41.25,-0.324028,2.68035
13630.1,71869.1,12429,7434,70720.7,6889,12223,12710.2,63,-0.323941,2.68152
17050.9,69029.3,16188,6461.28,70107,6040,12229,176664,19.5,-0.323855,2.6827
11072.6,72769.4,9972,6445.44,70696,5975,12235,2685.6,11.25,-0.323768,2.68387
16185.6,65324.5,16238,6694.56,64882.4,6762,12241,364.32,-3.75,-0.323682,2.68505
14416,74561.4,12671,9658.08,77853.9,8130,12247,130614,6.75,-0.323595,2.68622
14239.4,69771.3,13375,7541.28,70989,6962,12253,73327,33,-0.323509,2.6874
18131.2,66204.9,17948,6750.72,65137.7,6792,12259,24634.1,6.75,-0.323423,2.68858
9387.52,65799,9350,5091.12,67787.8,4922,12265,253.44,-18.75,-0.323336,2.68975
11323.5,64513.4,11503,4093.92,64822.2,4139,12271,218.88,-15,-0.32325,2.69093
13459.2,74391.7,11857,7693.92,71248.9,7077,12277,17910.7,36,-0.323163,2.6921
27707.5,77576.8,23407,17686.1,74687.5,15519,12283,185159,49.5,-0.323077,2.69328
16679.7,70678.9,15466,8637.84,71448.9,7923,12289,122301,23.25,-0.322991,2.69445
12793,64536.9,12991,6948,67901,6706,12295,55131.1,-7.5,-0.322904,2.69445
14765.4,73783.3,13115,6117.12,72428.5,5535,12307,126423,17.25,-0.322731,2.6968
12408.3,69373.1,11722,5465.52,69917.7,5123,12313,43400.2,30.75,-0.322645,2.69798
12909.4,73173.6,11562,6814.8,71538.5,6243,12319,6685.2,59.25,-0.322558,2.69916
9904.64,65211,9954,3309.84,64289.8,3374,12325,86647.7,24.75,-0.322472,2.70033
12456.3,65233.9,12514,3912.48,64651.6,3966,12331,98186.4,8.25,-0.322385,2.70151
16620.8,65744.9,16568,9260.64,65153.6,9315,12343,3259.44,121.5,-0.322213,2.70268
12464.6,66080.1,12362,6426,69004.5,6103,12349,2511.36,28.5,-0.322126,2.70386
20272,81591,16283,12839,75735.3,11110,12355,155933,36,-0.32204,2.70503
20934.4,68127.8,20138,9929.52,74023.6,8791,12361,68745.6,-3,-0.321953,2.70621
7399.68,62996.3,7698,2446.56,64496.3,2486,12367,57873.6,-29.25,-0.321867,2.70738
11438.7,64725.3,11582,3726.72,64526.9,3785,12379,110236,25.5,-0.321694,2.70856
16564.5,66068.4,16431,6726.96,65652.7,6715,12385,722.16,15,-0.321608,2.70974
14633.6,73124.5,13115,8430.48,72250.6,7647,12391,599.04,25.5,-0.321521,2.71209
24441.6,76593.7,20913,19652.4,72515,17761,12403,2041.2,57,-0.321348,2.71561
20078.7,74180,17739,9313.92,71483.4,8539,12409,213123,41.25,-0.321262,2.71679
9244.16,65198.6,9292,4307.04,67350.6,4191,12415,48248.6,0.75,-0.321175,2.71914
17409.9,70837.3,16107,12543.1,71517.8,11494,12427,47011.7,9.75,-0.321003,2.72149
7898.88,67712.4,7645,5687.28,69369.4,5373,12433,81144,4.5,-0.320916,2.72384
14988.2,75315.4,13042,9792.72,71103,9026,12439,91381.7,-24.75,-0.32083,2.72502
15159.7,71076.3,13978,7184.88,71010.2,6631,12445,5361.84,15.75,-0.320743,2.72619
14980.5,71188.5,13791,6785.28,71423.1,6226,12451,172571,-3,-0.320657,2.72619
17414.4,76415.8,14935,10933.9,72681.4,9859,12457,21345.8,34.5,-0.32057,2.72737
17478.4,74803.4,15313,7892.64,74136.8,6977,12463,120437,61.5,-0.320484,2.72855
23561,76519.7,20179,16753.7,72698.8,15103,12475,213386,5.25,-0.320311,2.7309
15129,71624,13843,10188,70289.6,9499,12493,674.64,19.5,-0.320052,2.73325
13642.9,75912.7,11778,7639.92,72880.6,6870,12499,206289,24.75,-0.319965,2.73442
12409.6,65873.6,12346,6606.72,65902.3,6570,12505,38148.5,9,-0.319879,2.73442
14583.7,80160.7,11923,11084.4,73265.5,9915,12511,153526,18.75,-0.319793,2.73677
9713.28,66859.5,9521,5215.68,68844.9,4965,12517,35126.6,16.5,-0.319706,2.73795
13132.2,65913.2,13057,3510.72,65868.5,3493,12529,87608.9,21.75,-0.319533,2.7403
13793.9,70006.8,12913,9175.68,70870.6,8485,12535,85356,27,-0.319447,2.7403
11950.7,64658,12113,4574.16,65725.1,4561,12541,71398.8,26.25,-0.31936,2.74148
17368.3,75812.6,15014,11746.8,71426.8,10778,12559,83146.3,0.75,-0.319101,2.745
12356.5,71441.9,11335,7133.04,70968.7,6587,12565,15989,-13.5,-0.319015,2.74618
11586.6,71379.6,10638,5830.56,71677.3,5331,12571,135796,4.5,-0.318928,2.74735
9603.84,66659.3,9442,5789.52,70289.4,5398,12577,672.48,28.5,-0.318842,2.74971
8255.36,64300.4,8414,2885.04,65856.5,2871,12595,72202.3,-18.75,-0.318583,2.75323
12099.8,65045.9,12191,4089.6,66176.8,4050,12601,21827.5,20.25,-0.318496,2.75441
13290.2,71101.2,12250,7238.16,72554.3,6538,12607,67061.5,11.25,-0.31841,2.75558
11679.4,65921.8,11611,5196.96,69578.8,4895,12613,63473.8,36,-0.318323,2.75794
13264,71995.2,12074,7776,71224,7155,12625,4785.84,27,-0.31815,2.76029
20313,74826,17791,12628.1,72272.6,11451,12631,93992.4,27,-0.318064,2.76146
24072.3,79081.8,19949,14816.2,75055.4,12937,12637,135369,60,-0.317978,2.76146
9367.68,65331.5,9397,5101.92,67561,4949,12643,41203.4,-18,-0.317891,2.76264
17061.8,74385.3,15032,10239.1,71477.5,9388,12649,19529.3,8.25,-0.317805,2.76381
23340.2,70730.6,21626,11460.2,70541.8,10647,12655,84466.8,30,-0.317718,2.76499
11981.4,71079.5,11047,6574.32,72400.4,5951,12661,37695.6,19.5,-0.317632,2.76616
13117.4,71573.1,12011,6024.96,71961.3,5487,12667,60165.4,30.75,-0.317545,2.76734
13954.6,66064.2,13843,3932.64,65165.5,3955,12685,59791.7,6.75,-0.317286,2.77087
15510.4,75840.5,13403,10451.5,70562.6,9707,12691,11506.3,10.5,-0.3172,2.77204
12087.7,66130.6,11979,4476.24,65161,4502,12697,523.44,6.75,-0.317113,2.77439
13578.2,66205.1,13441,4984.56,65164.2,5013,12709,588.24,29.25,-0.31694,2.77557
16339.8,74261.3,14420,9907.92,71166.8,9124,12715,1140.48,14.25,-0.316854,2.77674
12201.6,65271.7,12251,3665.52,64524.2,3723,12721,1207.44,25.5,-0.316768,2.77792
11776.6,65356.4,11809,5039.28,67002.3,4929,12727,55420.6,15.75,-0.316681,2.7791
22823,86875.2,17217,16516.1,78817.3,13733,12733,243318,49.5,-0.316595,2.7791
18864.6,69292.3,17842,12495.6,69387.5,11802,12739,43967.5,56.25,-0.316508,2.78027
11541.1,76069.5,9943,7261.2,72729.6,6543,12745,45306.7,13.5,-0.316422,2.78145
9993.6,65896,9939,4849.2,68564.7,4635,12751,118911,18.75,-0.316335,2.78145
16401.9,75901.4,14162,11230.6,72115,10206,12757,1908.72,59.25,-0.316249,2.78262
24445.4,77007.1,20804,15234.5,72222.7,13824,12763,116101,44.25,-0.316162,2.7838
17127,66947.3,16766,6104.88,64970.7,6158,12775,71327.5,18.75,-0.31599,2.78497
17038.1,78314.5,14258,13506.5,72828.8,12154,12781,54731.5,9.75,-0.315903,2.78732
13604.5,65007.9,13715,6243.84,64308.7,6363,12793,506.16,-6.75,-0.31573,2.78968
16737.3,75078.3,14610,12320.6,73072,11050,12799,11041.9,48,-0.315644,2.79085
17516.2,72480.1,15838,8282.16,70646.8,7683,12805,149024,3,-0.315557,2.79085
12771.8,66224.8,12639,4629.6,64913.5,4674,12811,21587,21.75,-0.315471,2.79203
15936,71469.4,14613,7432.56,71411.9,6821,12823,106673,2.25,-0.315298,2.79438
18156.2,70162.3,16959,11872.1,69357.2,11218,12829,73132.6,15.75,-0.315212,2.79555
13445.8,64778.5,13603,4344.48,64025.2,4447,12835,295.2,-12.75,-0.315125,2.79673
8540.16,64015.6,8743,3625.92,64590.5,3679,12841,64477.4,-16.5,-0.315039,2.79673
12458.9,69318.7,11779,6482.88,68803.6,6175,12853,807.84,17.25,-0.314866,2.79791
9124.48,69259,8634,5951.52,69217.2,5635,12859,95382,19.5,-0.31478,2.79908
15969.3,71874.4,14561,11027.5,70894.6,10194,12871,75116.2,51,-0.314607,2.80261
11571.8,63992.2,11851,4716,64095.4,4822,12877,60135.1,-4.5,-0.31452,2.80261
14066.6,72570.7,12703,8058.24,71182.8,7419,12883,104712,6,-0.314434,2.80378
13705,67643.3,13278,6138.72,69041.9,5827,12889,43067.5,-0.75,-0.314347,2.80496
10452.5,65595.5,10443,3612.24,64787,3654,12901,27307.4,-3.75,-0.314175,2.80731
9203.2,63555.4,9490,3374.64,64328.2,3438,12907,298.8,10.5,-0.314088,2.80849
15048.3,65342,15093,7077.6,67723.4,6849,12913,47546.6,18.75,-0.314002,2.81084
17233.3,74809.6,15097,11343.6,71744.3,10362,12919,7881.12,32.25,-0.313915,2.81084
10177.9,64068.8,10411,3445.2,65425.9,3451,12925,1345.68,28.5,-0.313829,2.81201
14252.8,65201.1,14326,5031.36,65501.6,5034,12931,60357.6,13.5,-0.313742,2.81319
11767,64044.9,12041,4616.64,65930.7,4589,12937,75577.7,12.75,-0.313656,2.81436
11816.3,70954.2,10914,6760.8,70486.1,6286,12955,107886,30,-0.313397,2.81671
14107.5,73377,12600,8349.84,69842.4,7835,12961,108690,41.25,-0.31331,2.81789
8561.92,64622.1,8683,3389.04,64753.4,3430,12973,71502.5,-19.5,-0.313137,2.82024
19100.8,74145,16883,12529.4,71408.8,11499,12979,137987,14.25,-0.313051,2.82142
19424.6,67387.3,18891,7912.8,65559.2,7910,12985,35827.2,33.75,-0.312965,2.82259
16999,70522.8,15797,9684,68352.2,9285,12991,138372,3.75,-0.312878,2.82377
12062.7,76167.5,10379,7894.8,71483,7238,12997,25070.4,6.75,-0.312792,2.82494
27664,84063.1,21567,17398.8,77960.3,14626,13003,2369.52,13.5,-0.312705,2.82612
14780.8,64655.9,14982,5958,64454.2,6058,13009,240.48,10.5,-0.312619,2.8273
12319.4,68940.5,11711,6578.64,71074.5,6066,13015,152276,3,-0.312532,2.82847
12943.4,65280.6,12994,4959.36,64873.6,5010,13021,443.52,16.5,-0.312446,2.82965
14603.5,65466.6,14619,5316.48,65715,5302,13033,55861.9,5.25,-0.312273,2.832
8430.72,64231.1,8602,2673.36,65009.8,2695,13039,92731.7,0,-0.312187,2.83317
16375.7,70410.5,15242,7225.2,71279.7,6643,13045,67023.4,13.5,-0.3121,2.83435
12874.9,65393.2,12903,4176.72,64879.2,4219,13051,20215.4,17.25,-0.312014,2.83552
21004.8,65770.2,20930,8439.12,65638,8426,13057,15110.6,25.5,-0.311927,2.8367
16127.4,71370.3,14809,8605.44,71406.2,7898,13063,22106.9,36,-0.311841,2.83905
13700.5,65528.7,13702,5882.4,67138.5,5742,13069,40810.3,9,-0.311755,2.8414
9304.96,63114.2,9662,3402,63501.4,3511,13075,67335.8,4.5,-0.311668,2.84258
26014.7,75411.4,22608,18374.4,73140.5,16464,13081,1559.52,45,-0.311582,2.84375
21481.6,73623,19122,12708,71121.4,11710,13087,1018.8,39.75,-0.311495,2.84375
20046.7,73358.8,17909,11149.2,71726.1,10187,13093,41118.5,42,-0.311409,2.84493
10252.2,67161.7,10004,6834.96,68744,6516,13099,147451,17.25,-0.311322,2.8461
15516.2,76095.7,13363,10182.2,72414.9,9215,13105,119205,18,-0.311236,2.84846
13571.2,65229.3,13635,4358.16,64750.9,4411,13111,65723,35.25,-0.31115,2.84963
6631.68,63970.2,6794,2398.32,64868.5,2423,13117,58166.6,21,-0.311063,2.85081
10012.8,70196.7,9348,6675.12,69394.1,6304,13123,99142.6,28.5,-0.310977,2.85198
13415.7,67929.4,12943,7907.04,68022.5,7618,13129,22716,22.5,-0.31089,2.85316
16252.8,70227.7,15167,11895.1,70395.4,11074,13135,66966.5,23.25,-0.310804,2.85316
14489.6,76450.4,12421,8215.92,73147.5,7361,13141,68978.9,-7.5,-0.310717,2.85551
15681.9,75407.6,13629,8031.6,72015.2,7309,13147,78245.3,39.75,-0.310631,2.85551
16947.8,65435,16974,6721.2,64378.9,6842,13153,29514.2,1.5,-0.310545,2.85904
22338.6,73378.8,19951,9698.4,70976.5,8955,13159,42626.9,-27.75,-0.310458,2.86021
10183.7,64302.7,10379,2917.44,63924.2,2991,13165,101905,12.75,-0.310372,2.86139
24836.5,84235.6,19323,18479.5,73581.3,16459,13171,172712,41.25,-0.310285,2.86256
10425,64943.9,10520,4307.76,65471.6,4312,13177,36607,0.75,-0.310199,2.86256
18639.4,73102.9,16710,12409.2,70803.5,11486,13183,1090.08,51,-0.310112,2.86374
17743.4,69443.3,16745,11059.9,66442.7,10909,13195,612,30,-0.30994,2.86844
14127.4,64862.7,14274,4949.28,64793.5,5006,13201,33204.2,13.5,-0.309853,2.86844
9991.04,72623.4,9016,6660,70947.6,6152,13207,900,8.25,-0.309767,2.87079
13363.2,65030.9,13467,4555.44,64704.2,4614,13213,1355.04,-19.5,-0.30968,2.87079
13916.8,64965.6,14039,4988.16,64823.3,5043,13219,5706,-18,-0.309594,2.87197
14225.9,70919.7,13146,9099.36,71068.5,8391,13225,25711.9,-3.75,-0.309507,2.87197
12876.8,65672.7,12850,4105.44,67567.6,3982,13231,113119,29.25,-0.309421,2.87314
16082.6,75522.1,13956,10094.4,72506.2,9124,13237,111929,49.5,-0.309334,2.87432
21110.4,83837.8,16502,16800.5,76386.6,14414,13243,135104,48.75,-0.309248,2.87549
11180.8,64445.5,11370,3389.76,64150,3463,13249,38150.6,0.75,-0.309162,2.87667
24026.2,82146.5,19168,16364.9,75062.2,14288,13255,176485,62.25,-0.309075,2.87667
7123.84,64377.8,7252,2432.88,63776.5,2500,13261,42005.5,-4.5,-0.308989,2.87785
15555.2,65854.4,15480,6366.96,67084.4,6220,13267,63424.1,-15.75,-0.308902,2.87902
7618.56,62717,7961,2956.32,63795,3037,13273,34331,14.25,-0.308816,2.88137
10883.2,69476.1,10266,4949.28,68807,4714,13279,31021.9,1.5,-0.308729,2.88255
11223,64917.3,11330,3836.88,64574.7,3894,13285,40359.6,21,-0.308643,2.8849
17557.1,77155.7,14913,9307.44,72737,8386,13291,31768.6,19.5,-0.308557,2.8849
23845.8,81022.2,19288,14828.4,73576.2,13208,13297,75031.9,30,-0.30847,2.88607
20812.8,73625.6,18526,10675.4,72530.1,9646,13303,196921,21.75,-0.308384,2.88725
19612.8,73072.5,17590,11533.7,72138.9,10478,13315,51933.6,8.25,-0.308211,2.8896
13378.6,65592.7,13367,5489.28,65420.2,5499,13321,480.96,9,-0.308124,2.89195
10368.6,64537.9,10529,4007.52,65577.2,4005,13327,379.44,9.75,-0.308038,2.89313
9479.68,73827.7,8415,6581.52,70363.2,6130,13339,121077,14.25,-0.307865,2.89548
17668.5,72706.4,15926,8474.4,71514.1,7766,13345,623.52,17.25,-0.307779,2.89548
11111,64314.9,11322,3107.52,64549.7,3155,13357,70599.6,-2.25,-0.307606,2.89783
10428.2,71122.9,9609,5940.72,70403.5,5530,13363,55225.4,-7.5,-0.307519,2.89901
15312,65335.5,15359,5169.6,64373,5263,13369,11695.7,-9,-0.307433,2.90018
9449.6,72737.7,8514,5949.36,70353.2,5542,13381,115386,21,-0.30726,2.90253
12068.5,74313.6,10643,7029.36,71190.9,6471,13387,136172,41.25,-0.307174,2.90371
12952.3,64325.8,13196,4006.8,64933.1,4044,13393,57629.5,-4.5,-0.307087,2.90488
9921.92,64189.8,10130,3615.84,64428.4,3678,13399,236.88,12,-0.307001,2.90724
11126.4,70849.2,10292,5924.88,71063.9,5464,13405,65796.5,1.5,-0.306914,2.90724
8604.8,65035.7,8671,3852.72,65718.9,3842,13411,9378.72,-6.75,-0.306828,2.90841
9521.92,75311.2,8286,6842.88,73205.2,6126,13417,103016,5.25,-0.306742,2.90959
10481.9,75010.2,9158,7398.72,71707,6762,13423,81246.2,7.5,-0.306655,2.91076
13809.9,72167,12541,9010.08,70354.4,8393,13429,40391.3,28.5,-0.306569,2.91194
9002.24,67004.1,8805,4886.64,70648.8,4533,13435,78294.2,30.75,-0.306482,2.91311
13243.5,76194.1,11391,8296.56,70485.3,7714,13441,97297.2,21,-0.306396,2.91429
12809.6,66441.6,12635,5342.4,65836.7,5318,13447,51762.2,-21.75,-0.306309,2.91546
15112.3,74595.2,13277,8690.4,70688.1,8057,13453,74553.8,15.75,-0.306223,2.91664
14338.6,69242.6,13571,8086.32,68690.2,7715,13459,399.6,6.75,-0.306137,2.91782
18391.7,72465.4,16633,9675.36,71205.4,8905,13471,106983,12.75,-0.305964,2.91899
13381.8,70187,12495,7272,70729.9,6738,13477,26653,9,-0.305877,2.92017
13358.1,75099.5,11657,8226.72,71723.6,7517,13483,794.88,11.25,-0.305791,2.92134
15868.2,75036.9,13859,10566,74051.3,9351,13489,58287.6,11.25,-0.305704,2.92252
16345.6,67606.5,15845,9975.6,68867.7,9493,13495,607.68,6,-0.305618,2.92252
13263.4,74509.5,11666,7158.96,70256,6678,13501,26826.5,10.5,-0.305532,2.92487
22270.1,75084.5,19438,12606.5,73016.2,11315,13507,156992,39,-0.305445,2.92604
23640.3,73035,21213,12531.6,71204.4,11534,13513,866.88,-4.5,-0.305359,2.9284
18217.6,74806.3,15960,10437.8,72371.4,9452,13519,21425.8,25.5,-0.305272,2.92957
14105,64882.6,14247,5971.68,64252.2,6091,13525,51621.8,-16.5,-0.305186,2.93075
13443.8,67143.4,13122,5529.6,65448.4,5537,13543,117846,12.75,-0.304927,2.93427
13041.9,76069.4,11236,7225.92,71621,6612,13549,176610,25.5,-0.30484,2.93663
15870.7,72501.3,14346,8283.6,70622.4,7687,13555,24887.5,21.75,-0.304754,2.93663
14538.9,70454,13524,9396,68824.9,8947,13567,842.4,1.5,-0.304581,2.93898
17694.1,70011.4,16563,6168.96,70055.3,5771,13573,82098,-22.5,-0.304494,2.94015
13404.2,81053.2,10838,8854.56,74760.7,7762,13579,2193.12,24,-0.304408,2.94015
15289,73041.1,13718,7607.52,71736.2,6950,13591,133485,27.75,-0.304235,2.9425
20510.1,69652.2,19298,10926.7,66103,10833,13597,6860.16,17.25,-0.304149,2.94485
15161,74948.2,13257,9128.88,72632.1,8237,13603,32028.5,42.75,-0.304062,2.94603
18151.7,81084.3,14671,10306.1,74328.1,9087,13609,181866,12.75,-0.303976,2.94721
17361.9,77667.6,14650,11333.5,73199.3,10147,13615,115743,52.5,-0.303889,2.94838
20291.8,74790.3,17781,9657.36,70723.5,8949,13621,34840.1,16.5,-0.303803,2.94956
14133.1,71040.7,13038,8781.12,70223.2,8195,13627,656.64,-18.75,-0.303717,2.95073
17434.9,67630.2,16895,9527.76,66040.3,9455,13633,15692.4,14.25,-0.30363,2.95191
11418.2,71835,10417,6863.04,70931.4,6341,13639,37682.6,1.5,-0.303544,2.95308
15961.6,66365.9,15762,4569.12,64954.8,4610,13651,46069.2,-2.25,-0.303371,2.95543
24865.3,79355.8,20535,15461.3,75730.2,13380,13657,43362,42.75,-0.303284,2.95661
10276.5,69352.2,9711,6470.64,71031.8,5970,13663,35052.5,13.5,-0.303198,2.95779
13892.5,65237.7,13956,4858.56,65408.9,4868,13669,64218.2,-27.75,-0.303111,2.95896
19555.8,71586.4,17903,7943.04,71711.7,7259,13675,67865.8,29.25,-0.303025,2.96014
16737.3,71528.8,15335,7424.64,71440.5,6811,13681,110139,-7.5,-0.302939,2.96131
17290.9,73779.2,15359,9036.72,72196.8,8203,13693,116685,35.25,-0.302766,2.96366
10462.1,71592.7,9577,6930.72,71937.2,6314,13699,764.64,-1.5,-0.302679,2.96484
12519.7,64840.3,12654,3937.68,64986.1,3971,13705,1635.12,-3,-0.302593,2.96484
14372.5,71109.4,13246,7216.56,72593.2,6515,13711,9144.72,29.25,-0.302506,2.96719
15018.2,75143.9,13098,9870.48,72657.7,8903,13717,30155,-11.25,-0.30242,2.96719
16673.9,77225.6,14150,8625.6,75031.5,7534,13729,143358,15.75,-0.302247,2.97072
15983.4,75538,13867,11692.8,72353.8,10591,13735,7310.88,57,-0.302161,2.97072
11578.9,64570.6,11752,3077.28,64494,3127,13741,334.8,-3.75,-0.302074,2.97189
13423.4,64761,13584,4176.72,65172.8,4200,13747,23415.1,6,-0.301988,2.97424
11535.4,70376.2,10742,7546.32,71241.1,6942,13753,768.24,-1.5,-0.301901,2.97542
